#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-11-13T01:03:35 [V7.32.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-11-13T01:03:35	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=9999
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/AJ/145/101&tab:{J/AJ/145/101/catalog}&key:source=J/AJ/145/101/catalog&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/AJ/145/101/catalog
#-order=I
#-out=Name
#-out=Nd
#-out=RAJ2000
#-out=DEJ2000
#-out=a26
#-out=l_FUV
#-out=FUV
#-out=Bmag
#-out=l_Hamag
#-out=Hamag
#-out=Kmag
#-out=l_HImag
#-out=HImag
#-out=W50
#-out=TT
#-out=Mcl
#-out=Tdw
#-out=HRV
#-out=Dist
#-out=A26
#-out=i
#-out=vAmp
#-out=<Bmu>
#-out=M26
#-out=l_MHI
#-out=MHI
#-out=Vlg
#-out=Ti5
#-out=K+04
#-out=SimbadName
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.5	
#INFO	-out.max=9999	

#RESOURCE=yCat_51450101
#Name: J/AJ/145/101
#Title: Updated nearby galaxy catalog (Karachentsev+, 2013)
#INFO	ivoid=ivo://cds.vizier/j/aj/145/101	
#INFO	publisher=CDS	
#INFO	creator=Karachentsev I.D.	
#INFO	related_resource=bibcode:2013AJ....145..101K	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101	
#INFO	publication_id=doi:10.26093/cds/vizier.51450101	
#INFO	publication_date=2017-06-12	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_AJ_145_101_catalog:
#Name: J/AJ/145/101/catalog
#Title: Catalog of galaxies in the  the Local Volume
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(a18)	Galaxy name in well-known catalogs	[ucd=meta.id;meta.main]
#Column	Nd	(I3)	Number of data available for this galaxy (apparent magnitudes + velocities + kinematics + distances, in tables 3--6)	[ucd=meta.number]
#Column	RAJ2000	(A10)	Hour of Right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Degree of Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	a26	(F6.2)	[0.1/645.65]? Major angular diameter (1)	[ucd=phys.angSize]
#Column	l_FUV	(A1)	[>] Lower limit flag on FUV	[ucd=meta.code.error]
#Column	FUV	(F5.2)	[8.21/24.56]? GALEX/FUV band magnitude (3)	[ucd=phot.mag;em.UV]
#Column	Bmag	(F5.2)	[-4.6/21.4]? Apparent integral B band magnitude (4)	[ucd=phot.mag;em.opt.B]
#Column	l_Hamag	(A1)	[>] Lower limit flag on Hamag	[ucd=meta.code.error]
#Column	Hamag	(F5.2)	[3.79/27.87]? Integral H{alpha} line emission magnitude (5)	[ucd=phot.flux;em.line.Halpha]
#Column	Kmag	(F5.2)	[-1.75/17.54]? 2MASS Ks band magnitude (6)	[ucd=phot.mag;em.IR.K]
#Column	l_HImag	(A1)	[>] Lower limit flag on HImag	[ucd=meta.code.error]
#Column	HImag	(F6.2)	[-3.35/21.5]? HI 21cm line magnitude (8)	[ucd=phot.mag;em.radio.750-1500MHz]
#Column	W50	(I3)	? HI line width at 50% level from maximum (9)	[ucd=spect.line.width;em.line.HI]
#Column	TT	(I2)	[-3/11]? Morphology T-type code (10)	[ucd=src.morph]
#Column	Mcl	(a5)	Dwarf galaxy morphology (BCD, HIcld, Im, Ir, S0em, Sm, Sph, Tr, dE, dEem, or dS0em) (11)	[ucd=src.morph.type]
#Column	Tdw	(A1)	Dwarf galaxy surface brightness morphology (H=high, N=normal, L=low, X=extremely low) (11)	[ucd=meta.code;src.morph]
#Column	HRV	(I4)	[-556/2219]? Heliocentric radial velocity (12)	[ucd=spect.dopplerVeloc;pos.heliocentric]
#Column	Dist	(F5.2)	[0.01/26.2] Distance to galaxy	[ucd=pos.distance;pos.heliocentric]
#Column	A26	(F5.2)	? Major linear diameter (13)	[ucd=phys.size.diameter]
#Column	i	(I2)	[0/90]? Inclination of galaxy from the face-on (i=0) position	[ucd=src]
#Column	vAmp	(I3)	? Amplitude of rotational velocity (14)	[ucd=phys.veloc.rotat]
#Column	<Bmu>	(F4.1)	? Average B band surface brightness (17)	[ucd=phot.mag.sb;em.opt.B]
#Column	M26	(F5.2)	? log(mass) within Holmberg radius (19)	[ucd=phys.mass]
#Column	l_MHI	(A1)	[<] Upper limit flag on MHI	[ucd=meta.code.error]
#Column	MHI	(F5.2)	[1.12/10.19]? log(Hydrogen mass) (20)	[ucd=arith.zp]
#Column	Vlg	(I4)	[-303/2094]? Local group radial velocity (21)	[ucd=phys.veloc;pos.lg]
#Column	Ti5	(F4.1)	[-2.5/6.5]? Tidal index {Theta}_5_ (24)	[ucd=src.class.struct]
#Column	K+04	(I3)	Cross-match with the Catalog of neighboring galaxies of Karachentsev et al. (2004, cat. J/AJ/127/2031) within 30"	[ucd=meta.ref.url]
#Column	SimbadName	(a29)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Name;Nd;RAJ2000;DEJ2000;a26;l_FUV;FUV;Bmag;l_Hamag;Hamag;Kmag;l_HImag;HImag;W50;TT;Mcl;Tdw;HRV;Dist;A26;i;vAmp;<Bmu>;M26;l_MHI;MHI;Vlg;Ti5;K+04;SimbadName
174.472500;-39.220556;ESO320-014        ;  7;11 37 53.4;-39 13 14;  1.38; ;18.79;15.85; ;     ;12.90; ; 16.43; 40;10;Ir   ;N; 654; 6.08; 2.74;58; 18;24.8; 8.03; ; 7.33; 362;-0.5;  1;ESO320-014
176.746250;+61.335000;UGC06757          ;  3;11 46 59.1;+61 20 06;  1.10; ;18.10;16.30; ;     ;13.82; ;      ;   ;10;Ir   ;N;  82; 2.73; 0.88;67;   ;25.0;     ; ;     ; 199; 0.0;  0;UGC06757
176.796667;+43.671944;KK109             ;  7;11 47 11.2;+43 40 19;  0.45; ;20.68;18.10; ;25.61;15.68; ; 17.76; 18;10;Ir   ;L; 211; 4.51; 0.59;55;  3;24.9; 5.81; ; 6.54; 240; 0.0;  1;[KK98a] 109
177.238333;+23.837778;DDO097            ;  7;11 48 57.2;+23 50 16;  1.58; ;17.10;15.14; ;19.41;12.65; ; 15.46; 86;10;Ir   ;N; 522;13.74; 6.48;27; 82;24.7; 9.70; ; 8.42; 450;-0.7;  0;DDO097
177.526667;+55.783333;KKH73             ;  6;11 50 06.4;+55 47 00;  0.69;>;23.00;17.30; ;     ;14.91; ; 18.15; 20;10;Tr   ;L; 594; 9.00; 1.82;22;  7;25.1; 6.97; ; 6.98; 685;-0.1;  0;[KKH2001] 73
177.720833;+38.880556;DDO099            ;  8;11 50 53.0;+38 52 50;  4.27; ;14.99;13.70; ;17.58;11.86; ; 13.58; 34;10;Ir   ;N; 251; 2.64; 3.23;90; 11;25.3; 7.69; ; 7.74; 257;-0.4;  1;DDO099
178.679167;-33.558056;ESO379-007        ;  7;11 54 43.0;-33 33 29;  0.93; ;     ;16.60; ;21.70;13.60; ; 15.65; 28;10;Ir   ;L; 644; 5.22; 1.50;49; 10;24.9; 7.23; ; 7.51; 367;-0.5;  1;ESO379-007
178.686250;+20.055556;UGC06881          ;  6;11 54 44.7;+20 03 20;  1.62; ;17.66;15.90; ;     ;13.41; ; 16.23; 90;10;Ir   ;N; 601;16.40; 7.70;90; 39;25.4; 9.14; ; 8.27; 513;-0.1;  0;UGC06881
178.847917;+28.340000;MCG +05-28-046    ;  3;11 55 23.5;+28 20 24;  1.20; ;18.08;16.35; ;     ;13.89; ;      ;   ; 9;Im   ;N; 590; 7.45; 2.58;81;   ;25.2;     ; ;     ; 544;-0.5;  0;MCG +05-28-046
178.914167;+31.519444;KDG082            ;  7;11 55 39.4;+31 31 10;  1.91; ;17.77;14.84; ;19.41;12.09; ; 16.73;100; 8;     ; ; 590;16.60; 9.22;51; 56;24.7; 9.53; ; 8.08; 560;-0.6;  0;KDG082
179.398333;+55.458611;NGC3990           ;  4;11 57 35.6;+55 27 31;  1.69; ;     ;13.43; ;     ; 9.55; ;      ;   ;-1;     ; ; 696;10.30; 5.02;65;   ;23.1;     ; ;     ; 788;-0.4;  0;NGC3990
179.475833;+56.638056;LV J1157+5638     ;  3;11 57 54.2;+56 38 17;  0.48; ;18.49;17.10; ;     ;14.68; ;      ;   ;10;Ir   ;N; 416; 7.03; 0.99;40;   ;24.1;     ; ;     ; 514;-0.3;  0;[KMK2013] LV J1157+5638
179.668333;+15.592778;LV J1158+1535     ;  4;11 58 40.4;+15 35 34;  0.32; ;20.69;18.20; ;     ;15.63;>; 17.40;   ;10;Ir   ;N; 565; 6.27; 0.61;38;   ;24.2;     ;<; 6.97; 458;-1.0;  0;[KMK2013] LV J1158+1535
179.683750;+27.585000;BTS76             ;  4;11 58 44.1;+27 35 06;  0.60; ;20.56;16.50; ;21.79;14.06; ;      ;   ;10;Ir   ;N; 455; 5.57; 0.98;62;   ;23.9;     ; ;     ; 407;-0.6;  1;BTS76
179.742083;-19.030000;ESO572-034        ;  6;11 58 58.1;-19 01 48;  1.32; ;     ;14.27; ;     ;11.50; ; 15.18; 67; 9;BCD  ;H;1114; 8.50; 3.29;71; 31;23.4; 8.56; ; 8.12; 871;-0.5;  0;ESO572-034
180.067500;+31.225000;KUG 1157+315      ;  7;12 00 16.2;+31 13 30;  0.83; ;16.67;15.05; ;     ;12.88; ; 16.47;117; 8;     ; ; 617;23.20; 5.55;62; 57;23.0; 9.33; ; 8.48; 588;-1.6;  0;KUG 1157+315
180.750000;+47.654167;LV J1203+4739     ;  3;12 03 00.0;+47 39 15;  0.94; ;18.58;17.20; ;     ;14.78; ;      ;   ;10;Ir   ;N; 492; 7.49; 2.02;78;   ;25.6;     ; ;     ; 547; 0.9;  0;[KMK2013] LV J1203+4739
180.795417;+32.956111;LV J1203+3257     ;  3;12 03 10.9;+32 57 22;  0.97; ;20.98;16.70; ;     ;14.02; ;      ;   ; 8;     ; ; 570; 7.55; 2.09;69;   ;25.1;     ; ;     ; 551;-0.2;  0;[KMK2013] LV J1203+3257
181.010000;+52.588611;NGC4068           ;  7;12 04 02.4;+52 35 19;  2.95; ;14.46;13.19; ;16.61;10.76; ; 13.85; 54; 9;Im   ;N; 210; 4.31; 3.67;69; 24;24.1; 8.41; ; 8.06; 290;-0.1;  1;NGC4068
181.215833;+26.992500;NGC4080           ;  8;12 04 51.8;+26 59 33;  1.58; ;16.29;13.70; ;17.94;10.79; ; 16.11;147; 8;     ; ; 565;15.00; 6.85;65; 71;23.0; 9.60; ; 8.24; 517;-0.1;  0;NGC4080
181.236250;-35.743056;ESO379-024        ;  4;12 04 56.7;-35 44 35;  0.74; ;     ;16.58; ;     ;13.93; ; 16.07; 39;10;Ir   ;N; 632; 4.88; 1.12;47; 20;24.4; 7.71; ; 7.28; 356;-0.3;  0;ESO379-024
181.316250;+30.855556;IC2992            ;  8;12 05 15.9;+30 51 20;  0.83; ;16.71;15.02; ;18.81;12.44; ; 17.03; 46; 9;BCD  ;N; 599;12.70; 3.11;38; 30;23.2; 8.52; ; 7.73; 570; 0.3;  0;IC2992
181.347083;+28.365556;KUG 1202+286      ;  4;12 05 23.3;+28 21 56;  0.89; ;17.28;15.20; ;     ;13.16; ;      ;   ; 8;     ; ; 529; 6.69; 1.73;56;   ;23.5;     ; ;     ; 488; 0.2;  0;KUG 1202+286
181.392500;+28.232222;LV J1205+2813     ;  3;12 05 34.2;+28 13 56;  0.69; ;18.66;16.70; ;     ;14.02; ;      ;   ; 8;     ; ; 534; 6.74; 1.37;38;   ;24.5;     ; ;     ; 492; 0.5;  0;[KMK2013] LV J1205+2813
181.643750;+31.342500;MAPS1206+31       ;  3;12 06 34.5;+31 20 33;  0.71; ;18.90;15.80; ;     ;13.12; ;      ;   ; 8;     ; ; 568; 7.43; 1.56;22;   ;23.6;     ; ;     ; 542; 0.0;  0;RASSCALS NRGb181.010
181.958333;+31.552222;LV J1207+3133     ;  3;12 07 50.0;+31 33 08;  0.64; ;20.21;17.50; ;     ;14.82; ;      ;   ; 8;Sm   ; ; 562; 7.37; 1.39;35;   ;25.1;     ; ;     ; 538; 0.4;  0;[KMK2013] LV J1207+3133
182.299167;+30.906667;UGC07131          ;  6;12 09 11.8;+30 54 24;  1.62; ;17.26;16.80; ;     ;13.95; ; 15.47;117; 8;     ; ; 253;16.80; 7.71;75; 53;26.1; 9.39; ; 8.59; 226;-0.3;  0;UGC07131
182.323750;+29.927500;NGC4136           ;  7;12 09 17.7;+29 55 39;  3.98; ;13.66;11.69; ;15.92; 9.31; ; 13.65; 92; 5;     ; ; 608; 7.90; 9.27;24;100;23.2;10.03; ; 8.67; 577;-0.2;  0;NGC4136
182.485000;+36.435278;MCG +06-27-017    ;  6;12 09 56.4;+36 26 07;  0.95; ;17.36;15.50; ;21.58;12.00; ;      ;   ; 9;Im   ;N; 339; 4.83; 1.31;90;   ;23.9;     ; ;     ; 341; 0.3;  1;MCG +06-27-017
182.497083;+46.457222;NGC4144           ;  8;12 09 59.3;+46 27 26;  6.17; ;14.08;12.05; ;15.56; 9.39; ; 13.24;153; 7;     ; ; 265; 7.24;12.37;82; 67;24.1; 9.82; ; 8.76; 317; 0.7;  1;NGC4144
182.507083;+14.366944;IC3023            ;  6;12 10 01.7;+14 22 01;  1.10; ;16.78;15.35; ;     ;12.85; ; 16.33; 44;10;Ir   ;N; 817; 7.70; 2.51;51; 23;24.1; 8.17; ; 7.57; 710;-0.8;  0;IC3023
182.640000;+30.401667;NGC4150           ;  6;12 10 33.6;+30 24 06;  2.19; ;18.31;12.49; ;     ; 8.99; ;      ;   ;-1;     ; ; 226;13.74; 8.77;53;   ;22.8;     ; ;     ; 197; 0.3;  0;NGC4150
183.037083;+36.169444;NGC4163           ;  8;12 12 08.9;+36 10 10;  2.19; ;15.51;13.63; ;18.64;10.88; ; 15.28; 32; 9;Im   ;N; 162; 2.94; 1.89;37; 17;23.9; 7.81; ; 7.16; 163; 2.3;  1;NGC4163
183.344583;+29.921667;KK127             ;  7;12 13 22.7;+29 55 18;  1.38; ;17.44;15.60; ;     ;13.99; ; 16.18; 64; 8;     ; ; 131;17.30; 6.80;70; 29;24.8; 8.83; ; 8.34; 101;-0.2;  1;[KK98a] 127
183.435833;+36.633333;NGC4190           ;  8;12 13 44.6;+36 38 00;  2.14; ;15.02;13.50; ;17.18;10.79; ; 14.42; 49; 9;BCD  ;N; 235; 2.82; 1.79;32; 39;23.7; 8.49; ; 7.46; 239; 0.9;  1;NGC4190
183.451667;+29.958889;LV J1213+2957     ;  3;12 13 48.4;+29 57 32;  0.47; ;19.05;17.40; ;     ;14.98; ;      ;   ;10;Ir   ;N; 225; 2.68; 0.37;51;   ;24.3;     ; ;     ; 196;-0.5;  0;[KMK2013] LV J1213+2957
183.456667;-38.231389;ESO321-014        ;  8;12 13 49.6;-38 13 53;  1.41; ;17.19;15.21; ;19.29;12.70; ; 15.31; 19;10;Ir   ;N; 609; 3.18; 1.38;83;  3;24.3; 6.01; ; 7.21; 333; 0.2;  1;ESO321-014
183.530833;+66.092222;UGC07242          ;  7;12 14 07.4;+66 05 32;  1.23; ;16.20;14.60; ;19.42;12.18; ; 15.29; 66;10;Ir   ;N;  66; 5.42; 1.91;87; 29;23.6; 8.26; ; 7.68; 211;-0.2;  1;UGC07242
183.646667; +5.677222;VCC0114           ;  6;12 14 35.2;+05 40 38;  0.60; ;18.61;16.16; ;     ;13.75; ; 16.57; 34;10;Ir   ;N;2067; 8.20; 1.42;70; 12;23.6; 7.39; ; 7.53;1923;-0.6;  0;VCC0114
183.741250;+36.218889;KDG090            ;  5;12 14 57.9;+36 13 08;  1.55;>;23.00;15.86; ;23.97;13.43;>; 19.20;   ;10;Tr   ;L;    ; 2.86; 1.31;33;   ;25.4;     ;<; 5.56;    ; 1.5;  1;KDG090
183.762500;+35.958611;UGC7257           ;  7;12 15 03.0;+35 57 31;  1.35; ;15.17;14.36; ;     ;12.25; ; 14.76; 89; 8;     ; ; 956; 8.80; 3.44;52; 49;23.5; 8.98; ; 8.32; 957;-0.3;  0;UGC7257
183.810000;+20.658611;NGC4204           ;  8;12 15 14.4;+20 39 31;  4.47; ;14.62;12.90; ;16.06;10.00; ; 13.93; 88; 7;     ; ; 861; 8.00;10.65;36; 64;24.6; 9.71; ; 8.57; 787;-0.6;  0;NGC4204
183.848333;+51.350000;UGC07267          ;  7;12 15 23.6;+51 21 00;  2.09; ;16.50;14.79; ;18.79;11.94; ; 14.93;117; 8;     ; ; 473;12.90; 7.67;73; 53;24.7; 9.40; ; 8.58; 551; 0.6;  0;UGC07267
183.889167;+43.434167;UGC07271          ;  8;12 15 33.4;+43 26 03;  2.40; ;16.59;14.90; ;18.86;13.16; ; 15.46;105; 7;     ; ; 546;18.60;12.59;72; 48;25.2; 9.53; ; 8.69; 585;-1.3;  0;UGC07271
183.912083;+36.327500;NGC4214           ;  8;12 15 38.9;+36 19 39;  8.51; ;11.68;10.24; ;13.28; 8.14; ; 11.98; 61; 8;     ; ; 291; 2.94; 7.34;39; 41;23.4; 9.16; ; 8.48; 295; 1.2;  1;NGC4214
183.944583;+52.387500;MCG +09-20-131    ;  7;12 15 46.7;+52 23 15;  1.05; ;16.78;15.30; ;21.78;12.86; ; 15.72; 27;10;Ir   ;N; 159; 4.59; 1.36;90;  6;23.9; 6.69; ; 7.37; 242;-0.1;  1;MCG +09-20-131
183.984167; +9.649167;VCC0169           ;  6;12 15 56.2;+09 38 57;  0.85; ;21.20;16.67; ;     ;14.25; ; 15.60; 24;10;Ir   ;L;2219; 9.40; 2.33;54;  3;24.9; 6.42; ; 8.04;2094; 0.2;  0;VCC0169
183.984583;+14.433056;IC3077            ;  8;12 15 56.3;+14 25 59;  1.78; ;20.30;15.01; ;     ;12.69; ; 18.21; 51; 9;BCD  ;N;1406; 9.10; 4.77;58; 25;24.8; 8.54; ; 6.97;1303;-0.1;  0;IC3077
184.119167;+52.227222;UGC07298          ;  8;12 16 28.6;+52 13 38;  0.85; ;17.45;15.95; ;22.60;13.29; ; 15.76; 21;10;Ir   ;N; 174; 4.21; 1.04;67;  3;24.1; 5.95; ; 7.28; 256; 0.1;  1;UGC07298
184.180417;+69.465556;NGC4236           ;  8;12 16 43.3;+69 27 56; 21.88; ;11.91;10.05; ;13.76; 7.50; ; 11.19;154; 8;     ; ;  -3; 4.45;27.39;73; 70;24.9;10.20; ; 9.15; 157;-0.1;  1;NGC4236
184.292083;+47.063611;LV J1217+4703     ;  4;12 17 10.1;+47 03 49;  0.30; ;23.76;18.50; ;     ;16.09;>; 19.20;   ;10;Tr   ;L;    ; 7.80; 0.69;46;   ;24.5;     ;<; 6.44;    ; 3.6;  0;[KMK2013] LV J1217+4703
184.368750;+44.811389;UGC07320          ;  6;12 17 28.5;+44 48 41;  1.20; ;18.39;15.40; ;     ;13.00; ; 16.80; 55;10;Ir   ;N; 541; 9.20; 3.15;81; 24;24.3; 8.31; ; 7.54; 587; 0.1;  0;UGC07320
184.374583;+37.807500;NGC4244           ;  8;12 17 29.9;+37 48 27; 19.50; ;12.85;10.88; ;14.63; 7.72; ; 11.02;170; 6;     ; ; 247; 4.49;23.76;90; 74;25.0;10.18; ; 9.23; 259; 0.5;  1;NGC4244
184.375833;+45.619444;NGC4242           ;  8;12 17 30.2;+45 37 10;  5.50; ;13.99;11.59; ;15.99; 9.12; ; 13.58;108; 7;     ; ; 517; 7.90;12.63;41; 71;23.8; 9.87; ; 8.70; 568; 1.8;  0;NGC4242
184.383333;+32.532500;LV J1217+3231     ;  3;12 17 32.0;+32 31 57;  0.66; ;20.15;18.20; ;     ;15.80; ;      ;   ; 9;Im   ;N; 447; 5.93; 1.13;60;   ;25.9;     ; ;     ; 433;-0.4;  0;[KMK2013] LV J1217+3231
184.391667;+22.540278;UGC7321           ;  7;12 17 34.0;+22 32 25;  6.76; ;16.32;14.09; ;     ;10.67; ; 13.68;219; 7;     ; ; 403;17.20;31.02;90; 98;25.3;10.54; ; 9.33; 339; 0.0;  0;UGC7321
184.435417;+33.345278;KKH78             ;  3;12 17 44.5;+33 20 43;  0.45; ;22.81;17.70; ;     ;15.30; ;      ;   ;10;Ir   ;L;    ; 4.70; 0.61;59;   ;24.5;     ; ;     ;    ; 0.9;  0;[KKH2001] 78
184.457917;+47.409167;NGC4248           ;  8;12 17 49.9;+47 24 33;  3.31; ;16.99;13.14; ;18.01;10.59; ; 15.70; 66; 8;     ; ; 484; 7.40; 7.01;66; 31;24.3; 8.90; ; 7.79; 544; 1.1;  0;NGC4248
184.546250;+46.916944;LV J1218+4655     ;  3;12 18 11.1;+46 55 01;  0.91; ;18.40;16.83; ;     ;14.16; ;      ;   ; 8;     ; ; 420; 6.54; 1.68;76;   ;25.1;     ; ;     ; 477;-0.1;  0;[KMK2013] LV J1218+4655
184.564583;+25.568333;AGC229053         ;  6;12 18 15.5;+25 34 06;  0.49; ;19.85;17.90; ;     ;15.44; ; 17.68; 40;10;Ir   ;N; 425;17.90; 2.54;75; 16;24.9; 7.87; ; 7.76; 376; 0.3;  0;AGC229053
184.622500;+28.645833;KDG098            ;  3;12 18 29.4;+28 38 45;  0.76; ;22.18;16.50; ;     ;12.31; ;      ;   ;-1;Tr   ;N;    ; 9.00; 2.02;24;   ;24.5;     ; ;     ;    ;-0.1;  0;KDG098
184.692083;-79.726111;IC3104            ;  7;12 18 46.1;-79 43 34;  3.72; ;     ;13.65; ;17.43; 9.26; ; 15.35; 40; 9;Im   ;N; 429; 2.27; 3.44;76; 16;24.2; 8.00; ; 6.90; 170;-0.6;  1;IC3104
184.739583;+47.303889;NGC4258           ;  8;12 18 57.5;+47 18 14; 18.62; ;11.96; 9.10; ;12.58; 5.46; ; 11.20;421; 4;     ; ; 447; 7.83;41.49;71;209;23.2;11.33; ; 9.64; 506; 1.3;  1;NGC4258
184.777083;+47.730833;KK132             ;  3;12 19 06.5;+47 43 51;  0.36; ;24.46;18.50; ;     ;14.34; ;      ;   ;-1;Sph  ;L;    ; 7.80; 0.83;37;   ;24.9;     ; ;     ;    ; 3.5;  0;[KK98a] 132
184.787917;+47.089722;KDG101            ;  5;12 19 09.1;+47 05 23;  1.29; ;22.65;15.75; ;22.96;13.33; ;      ;   ;10;Ir   ;N; 132; 7.24; 2.70;63;   ;24.8;     ; ;     ; 190; 1.0;  1;KDG101
184.886667;+43.386389;KK133             ;  5;12 19 32.8;+43 23 11;  0.47; ;19.41;17.70; ;     ;15.30; ; 18.20; 51;10;Ir   ;L; 561; 8.23; 1.12;54; 26;24.6; 7.95; ; 6.88; 601; 0.6;  0;[KK98a] 133
184.890833;+47.451667;KK134             ;  3;12 19 33.8;+47 27 06;  0.37; ;22.29;17.00; ;     ;12.84; ;      ;   ;-3;Sph  ;N;    ; 7.80; 0.86;24;   ;23.5;     ; ;     ;    ; 4.1;  0;[KK98a] 134
184.903333;+47.092500;d1219+4705        ;  3;12 19 36.8;+47 05 33;  0.29;>;23.00;18.60; ;     ;14.40; ;      ;   ;-3;Sph  ;L;    ; 7.80; 0.67;22;   ;24.5;     ; ;     ;    ; 4.0;  0;
184.911250;+29.883333;IC 779            ;  5;12 19 38.7;+29 53 00;  1.32; ;21.46;15.22; ;     ;11.79; ;      ;   ;-1;dE   ;N; 213;16.67; 6.47;34;   ;24.4;     ; ;     ; 187; 0.1;  0;IC 779
184.975417; +6.665833;VCC0381           ;  5;12 19 54.1;+06 39 57;  0.78; ;18.67;16.67; ;     ;14.31; ; 16.34; 23;10;Ir   ;L; 480; 4.71; 1.06;26;  6;24.7; 6.62; ; 7.14; 344;-0.7;  0;VCC0381
185.125417;+47.490278;[KKH2011]S11      ;  3;12 20 30.1;+47 29 25;  0.28; ;22.46;20.50; ;     ;16.33; ;      ;   ;-3;Sph  ;L;    ; 7.80; 0.65;31;   ;26.3;     ; ;     ;    ; 3.8;  0;
185.158750;+46.291667;NGC4288           ;  7;12 20 38.1;+46 17 30;  2.34; ;14.69;13.30; ;16.58;11.30; ; 13.84;154; 7;     ; ; 533; 8.05; 5.49;45; 94;23.6; 9.75; ; 8.61; 588; 1.8;  0;NGC4288
185.169167;+47.000833;KK136             ;  2;12 20 40.6;+47 00 03;  0.47; ;     ;17.50; ;     ;13.33; ;      ;   ;-3;Sph  ;N;    ; 7.80; 1.08;36;   ;24.4;     ; ;     ;    ; 3.5;  0;[KK98a] 136
185.180833;+46.209167;CVnHI             ;  4;12 20 43.4;+46 12 33;      ; ;24.36;     ; ;     ;     ; ; 18.80; 20;11;Ir   ;X; 420; 6.50;     ;  ;   ;    ;     ; ; 6.44; 475;-0.1;  0;
185.228750;+38.430278;KUG 1218+387      ;  5;12 20 54.9;+38 25 49;  1.17; ;16.92;15.40; ;     ;12.98; ; 16.04; 30; 9;BCD  ;N; 570; 8.03; 2.76;51; 11;24.3; 7.58; ; 7.73; 587; 0.0;  0;KUG 1218+387
185.229167;+46.829167;d1220+4649        ;  3;12 20 55.0;+46 49 45;  0.25; ;23.59;19.40; ;     ;15.23; ;      ;   ;-3;Sph  ;L;    ; 7.80; 0.58;41;   ;25.0;     ; ;     ;    ; 3.2;  0;
185.312500;+45.811389;DDO120            ;  7;12 21 15.0;+45 48 41;  2.40; ;16.20;13.55; ;23.49;10.77; ; 15.05; 37; 9;Im   ;N; 463; 7.06; 4.89;60; 16;24.0; 8.15; ; 8.01; 516; 0.5;  0;DDO120
185.366250;+15.024444;KDG104            ;  6;12 21 27.9;+15 01 28;  0.81; ;20.53;16.88; ;     ;14.40; ; 18.04; 24;10;Ir   ;L;1861; 9.40; 2.25;55;  3;25.0; 6.39; ; 7.06;1764; 0.3;  0;KDG104
185.429167;+37.987222;KDG105            ;  6;12 21 43.0;+37 59 14;  0.83; ;19.75;16.70; ;     ;14.28; ; 16.87; 40;10;Ir   ;L; 567; 7.60; 1.83;63; 17;24.8; 7.78; ; 7.35; 582; 0.1;  0;KDG105
185.479167;+35.051389;UGC7427           ;  5;12 21 55.0;+35 03 05;  1.07; ;     ;15.90; ;     ;13.50; ; 16.37; 32;10;Ir   ;N; 726; 9.70; 3.00;61; 12;24.6; 7.67; ; 7.76; 727; 0.2;  0;UGC7427
185.487083;+30.074167;NGC4308           ;  5;12 21 56.9;+30 04 27;  0.85; ;20.55;14.11; ;     ;10.62; ;      ;   ;-1;     ; ; 642;14.00; 3.53;20;   ;22.3;     ; ;     ; 617; 0.6;  0;NGC4308
185.493333;+28.242778;KK138             ;  4;12 21 58.4;+28 14 34;  0.42;>;23.00;18.70; ;     ;16.27;>; 19.20;   ;10;Tr   ;L;    ; 6.30; 0.76;64;   ;25.3;     ;<; 6.25;    ;-0.5;  0;[KK98a] 138
185.531667;+15.799167;GR34              ;  6;12 22 07.6;+15 47 57;  0.93; ;19.04;15.95; ;     ;13.50; ; 18.24; 25;10;Ir   ;L;1298; 8.90; 2.45;39;  5;24.4; 6.87; ; 6.93;1205;-0.3;  0;GRDG 34
